IE_XML_ID,IE_NAME,IE_ID,IE_ACTIVE,IE_ACTIVE_FROM,IE_ACTIVE_TO,IE_PREVIEW_PICTURE,IE_PREVIEW_TEXT,IE_PREVIEW_TEXT_TYPE,IE_DETAIL_PICTURE,IE_DETAIL_TEXT,IE_DETAIL_TEXT_TYPE,IE_CODE,IE_SORT,IE_TAGS,IC_GROUP0,IC_GROUP1,IC_GROUP2
7,ЭР-Телеком объявляет финансовые результаты за первое полугодие 2019 года,7,Y,,,/upload/iblock/636/j4ioce90smxo5eir6u205xynft3scizb.jpg,"За первое полугодие 2019 года «ЭР-Телеком Холдинг» показал двузначное увеличение выручки – на 11%, по сравнению с аналогичным периодом прошлого года, что составило 21 438 млн.руб.",text,/upload/iblock/9ae/x296u4tbwckm5140qdyl2wzc2kqni9dj.jpg,"За первое полугодие 2019 года «ЭР-Телеком Холдинг» показал двузначное увеличение выручки – на 11%, по сравнению с аналогичным периодом прошлого года, что составило 21 438 млн.руб. Прирост произошел в двух бизнес–сегментах – в B2B увеличение на 15%, а в B2C – на 9%.

Достигнутые результаты наглядно показывают, что развитие компании соответствует заявленной ранее стратегии.Более подробную информацию можно найти в разделе «Инвесторам».",text,er-telekom-obyavlyaet-finansovye-rezultaty-za-pervoe-polugodie-2019-goda,1,,Инвесторам,,
